,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,P78 051019 1,Tracking Ratio [%],Category Group,Category Binocular,Index Binocular,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Pupil Size Left X [px],Pupil Size Left Y [px],Pupil Diameter Left [mm],Point of Regard Binocular X [px],Point of Regard Binocular Y [px],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Binocular,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Video Time [h:m:s:ms],Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content,Frame Number
294,3235661.91,15:17:55:193,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Blink,33,0.00,0.00,0.00,84.00,52.00,3.34,720.10,67.98,0.00,0.00,725.15,323.52,-,0.00,0.00,0.00,-0.10,0.17,0.98,00:01:05:617,0.00,0.00,0.00,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1575
295,3235678.45,15:17:55:209,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Blink,33,94.00,58.00,4.42,84.00,58.00,3.42,725.19,31.80,834.77,-9.90,704.43,313.17,-,-0.08,0.21,0.97,-0.08,0.17,0.98,00:01:05:659,-34.35,2.63,-23.58,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1576
296,3235695.19,15:17:55:226,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Blink,33,0.00,0.00,0.00,84.00,58.00,3.40,699.29,59.33,0.00,0.00,704.42,314.59,-,0.00,0.00,0.00,-0.08,0.17,0.98,00:01:05:659,0.00,0.00,0.00,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1576
297,3235711.75,15:17:55:243,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Blink,33,0.00,0.00,0.00,82.00,54.00,3.24,705.72,63.61,0.00,0.00,711.31,317.49,-,0.00,0.00,0.00,-0.09,0.17,0.98,00:01:05:700,0.00,0.00,0.00,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1577
298,3235728.48,15:17:55:260,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Blink,33,94.00,58.00,4.42,84.00,56.00,3.36,728.31,36.51,833.92,-11.95,712.28,321.50,-,-0.08,0.21,0.97,-0.09,0.17,0.98,00:01:05:700,-34.35,2.63,-23.58,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1577
299,3235745.01,15:17:55:276,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Blink,33,94.00,60.00,4.52,84.00,58.00,3.42,727.71,28.80,837.76,-20.19,706.22,316.59,-,-0.09,0.22,0.97,-0.09,0.17,0.98,00:01:05:742,-34.35,2.63,-23.58,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1578
300,3235761.71,15:17:55:293,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,124,94.00,58.00,4.46,84.00,58.00,3.38,730.62,35.91,835.44,-10.50,715.41,319.32,-,-0.09,0.21,0.97,-0.09,0.17,0.98,00:01:05:742,-34.35,2.63,-23.58,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1578
301,3235778.32,15:17:55:309,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,124,94.00,58.00,4.52,84.00,58.00,3.38,735.15,29.95,842.32,-22.07,717.05,318.99,-,-0.09,0.22,0.97,-0.09,0.17,0.98,00:01:05:784,-34.35,2.63,-23.58,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1579
302,3235795.02,15:17:55:326,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,124,94.00,58.00,4.48,82.00,56.00,3.24,731.95,30.18,837.20,-16.58,715.54,315.60,-,-0.09,0.22,0.97,-0.09,0.17,0.98,00:01:05:784,-34.35,2.63,-23.58,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1579
303,3235811.61,15:17:55:343,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,124,94.00,58.00,4.46,84.00,58.00,3.40,730.00,31.87,838.08,-16.13,710.94,317.77,-,-0.09,0.22,0.97,-0.09,0.17,0.98,00:01:05:784,-34.35,2.63,-23.58,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1579
304,3235828.23,15:17:55:359,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,124,94.00,58.00,4.50,84.00,58.00,3.38,730.43,30.34,838.59,-18.68,711.09,317.50,-,-0.09,0.22,0.97,-0.09,0.17,0.98,00:01:05:825,-34.35,2.63,-23.58,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1580
305,3235844.97,15:17:55:376,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,124,94.00,58.00,4.50,84.00,58.00,3.40,732.98,28.05,841.09,-23.69,713.51,317.76,-,-0.09,0.22,0.97,-0.09,0.17,0.98,00:01:05:825,-34.35,2.63,-23.58,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1580
306,3235861.62,15:17:55:393,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,124,94.00,58.00,4.48,84.00,56.00,3.36,733.25,27.73,841.23,-27.00,713.90,319.82,-,-0.09,0.22,0.97,-0.09,0.17,0.98,00:01:05:825,-34.35,2.63,-23.58,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1580
307,3235878.15,15:17:55:409,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Saccade,89,94.00,58.00,4.52,84.00,56.00,3.38,732.23,29.29,838.63,-22.19,714.54,318.61,-,-0.09,0.22,0.97,-0.09,0.17,0.98,00:01:05:867,-34.35,2.63,-23.58,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1581
308,3235894.85,15:17:55:426,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Saccade,89,0.00,0.00,0.00,84.00,58.00,3.38,720.78,50.16,0.00,0.00,726.06,307.42,-,0.00,0.00,0.00,-0.10,0.18,0.98,00:01:05:867,0.00,0.00,0.00,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1581
309,3235911.43,15:17:55:442,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,125,0.00,0.00,0.00,84.00,56.00,3.36,722.01,52.94,0.00,0.00,727.52,309.37,-,0.00,0.00,0.00,-0.10,0.18,0.98,00:01:05:909,0.00,0.00,0.00,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1582
310,3235928.16,15:17:55:459,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,125,0.00,0.00,0.00,86.00,58.00,3.42,718.28,57.35,0.00,0.00,724.08,312.63,-,0.00,0.00,0.00,-0.10,0.17,0.98,00:01:05:909,0.00,0.00,0.00,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1582
311,3235944.74,15:17:55:476,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,125,0.00,0.00,0.00,86.00,58.00,3.44,724.72,57.43,0.00,0.00,730.65,312.51,-,0.00,0.00,0.00,-0.10,0.17,0.98,00:01:05:909,0.00,0.00,0.00,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1582
312,3235961.36,15:17:55:492,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,125,0.00,0.00,0.00,86.00,58.00,3.44,719.57,57.67,0.00,0.00,725.41,312.83,-,0.00,0.00,0.00,-0.10,0.17,0.98,00:01:05:950,0.00,0.00,0.00,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1583
313,3235978.08,15:17:55:509,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,125,0.00,0.00,0.00,86.00,58.00,3.42,718.80,54.45,0.00,0.00,724.38,310.54,-,0.00,0.00,0.00,-0.10,0.18,0.98,00:01:05:950,0.00,0.00,0.00,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1583
314,3235994.74,15:17:55:526,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,125,0.00,0.00,0.00,86.00,58.00,3.42,718.93,56.58,0.00,0.00,724.67,312.06,-,0.00,0.00,0.00,-0.10,0.17,0.98,00:01:05:950,0.00,0.00,0.00,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1583
315,3236011.24,15:17:55:542,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,125,0.00,0.00,0.00,86.00,58.00,3.42,717.94,55.45,0.00,0.00,723.58,311.28,-,0.00,0.00,0.00,-0.10,0.18,0.98,00:01:05:950,0.00,0.00,0.00,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1583
316,3236027.91,15:17:55:559,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,125,0.00,0.00,0.00,86.00,58.00,3.44,720.02,55.75,0.00,0.00,725.71,311.45,-,0.00,0.00,0.00,-0.10,0.17,0.98,00:01:05:992,0.00,0.00,0.00,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1584
317,3236044.58,15:17:55:576,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,125,0.00,0.00,0.00,84.00,56.00,3.36,721.17,51.32,0.00,0.00,726.57,308.24,-,0.00,0.00,0.00,-0.10,0.18,0.98,00:01:05:992,0.00,0.00,0.00,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1584
318,3236061.19,15:17:55:592,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,125,0.00,0.00,0.00,84.00,56.00,3.36,723.48,54.74,0.00,0.00,729.13,310.67,-,0.00,0.00,0.00,-0.10,0.18,0.98,00:01:06:034,0.00,0.00,0.00,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1585
319,3236077.88,15:17:55:609,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,125,0.00,0.00,0.00,84.00,56.00,3.36,722.70,51.85,0.00,0.00,728.13,308.61,-,0.00,0.00,0.00,-0.10,0.18,0.98,00:01:06:034,0.00,0.00,0.00,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1585
320,3236094.57,15:17:55:626,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,125,0.00,0.00,0.00,86.00,58.00,3.40,725.05,52.71,0.00,0.00,727.88,304.87,-,0.00,0.00,0.00,-0.10,0.18,0.98,00:01:06:075,0.00,0.00,0.00,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1586
321,3236111.23,15:17:55:642,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,125,0.00,0.00,0.00,86.00,58.00,3.42,722.62,55.03,0.00,0.00,725.58,306.55,-,0.00,0.00,0.00,-0.10,0.18,0.98,00:01:06:075,0.00,0.00,0.00,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1586
322,3236127.84,15:17:55:659,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,125,0.00,0.00,0.00,86.00,56.00,3.40,722.49,50.13,0.00,0.00,728.23,305.81,-,0.00,0.00,0.00,-0.10,0.18,0.98,00:01:06:075,0.00,0.00,0.00,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1586
323,3236144.4,15:17:55:675,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,125,0.00,0.00,0.00,86.00,58.00,3.42,718.90,53.36,0.00,0.00,724.78,308.25,-,0.00,0.00,0.00,-0.10,0.18,0.98,00:01:06:117,0.00,0.00,0.00,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1587
324,3236161.12,15:17:55:692,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,125,0.00,0.00,0.00,86.00,58.00,3.40,724.99,53.08,0.00,0.00,731.01,307.86,-,0.00,0.00,0.00,-0.10,0.18,0.98,00:01:06:117,0.00,0.00,0.00,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1587
325,3236177.69,15:17:55:709,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,125,0.00,0.00,0.00,84.00,56.00,3.34,729.34,53.32,0.00,0.00,733.31,313.48,-,0.00,0.00,0.00,-0.11,0.18,0.98,00:01:06:159,0.00,0.00,0.00,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1588
326,3236194.41,15:17:55:725,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,125,0.00,0.00,0.00,84.00,56.00,3.36,725.24,52.71,0.00,0.00,729.09,313.17,-,0.00,0.00,0.00,-0.10,0.18,0.98,00:01:06:159,0.00,0.00,0.00,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1588
327,3236210.98,15:17:55:742,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,125,0.00,0.00,0.00,84.00,56.00,3.38,726.29,49.37,0.00,0.00,729.92,310.77,-,0.00,0.00,0.00,-0.11,0.18,0.98,00:01:06:200,0.00,0.00,0.00,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1589
328,3236227.68,15:17:55:759,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,125,0.00,0.00,0.00,84.00,56.00,3.34,727.35,52.27,0.00,0.00,731.21,312.81,-,0.00,0.00,0.00,-0.11,0.18,0.98,00:01:06:200,0.00,0.00,0.00,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1589
329,3236244.25,15:17:55:775,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Saccade,90,0.00,0.00,0.00,84.00,56.00,3.38,724.71,51.88,0.00,0.00,728.49,312.61,-,0.00,0.00,0.00,-0.10,0.18,0.98,00:01:06:242,0.00,0.00,0.00,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1590
330,3236260.93,15:17:55:792,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Saccade,90,94.00,58.00,4.42,86.00,56.00,3.34,723.02,29.83,829.95,-22.97,704.35,321.15,-,-0.08,0.22,0.97,-0.08,0.17,0.98,00:01:06:242,-34.35,2.63,-23.58,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1590
331,3236277.49,15:17:55:809,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Saccade,90,94.00,58.00,4.46,84.00,56.00,3.36,715.69,38.03,823.42,-11.87,695.86,328.56,-,-0.08,0.21,0.97,-0.08,0.16,0.98,00:01:06:284,-34.35,2.63,-23.58,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1591
332,3236294.21,15:17:55:825,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,126,92.00,56.00,4.38,84.00,56.00,3.36,715.45,38.68,824.29,-10.92,694.61,328.78,-,-0.08,0.21,0.97,-0.08,0.16,0.98,00:01:06:284,-34.35,2.63,-23.58,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1591
333,3236310.88,15:17:55:842,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,126,92.00,56.00,4.34,84.00,56.00,3.36,716.23,35.44,825.96,-15.89,694.11,327.78,-,-0.08,0.22,0.97,-0.08,0.16,0.98,00:01:06:284,-34.35,2.63,-23.58,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1591
334,3236327.53,15:17:55:859,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,126,94.00,56.00,4.40,84.00,56.00,3.32,717.46,37.43,824.60,-12.95,698.25,328.34,-,-0.08,0.21,0.97,-0.08,0.16,0.98,00:01:06:284,-34.35,2.63,-23.58,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1591
335,3236344.07,15:17:55:875,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,126,92.00,58.00,4.40,84.00,56.00,3.38,716.96,29.81,825.64,-23.52,695.13,325.48,-,-0.08,0.22,0.97,-0.08,0.17,0.98,00:01:06:325,-34.35,2.63,-23.58,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1592
336,3236360.77,15:17:55:892,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,126,94.00,58.00,4.42,84.00,56.00,3.38,717.42,33.02,827.73,-18.38,694.46,326.00,-,-0.08,0.22,0.97,-0.08,0.17,0.98,00:01:06:325,-34.35,2.63,-23.58,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1592
337,3236377.35,15:17:55:908,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,126,94.00,58.00,4.42,84.00,56.00,3.36,717.83,30.47,827.38,-22.75,695.28,325.69,-,-0.08,0.22,0.97,-0.08,0.17,0.98,00:01:06:367,-34.35,2.63,-23.58,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1593
338,3236394.05,15:17:55:925,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,126,92.00,56.00,4.40,84.00,56.00,3.32,718.63,33.96,829.28,-16.14,695.55,325.49,-,-0.08,0.22,0.97,-0.08,0.17,0.98,00:01:06:367,-34.35,2.63,-23.58,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1593
339,3236410.74,15:17:55:942,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,126,92.00,56.00,4.40,84.00,56.00,3.38,715.26,33.22,825.05,-16.92,692.72,325.46,-,-0.08,0.22,0.97,-0.08,0.17,0.98,00:01:06:367,-34.35,2.63,-23.58,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1593
340,3236427.26,15:17:55:958,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,126,92.00,56.00,4.38,82.00,56.00,3.22,719.91,26.80,829.37,-24.95,698.88,316.87,-,-0.08,0.22,0.97,-0.08,0.17,0.98,00:01:06:409,-34.35,2.63,-23.58,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1594
341,3236444.0,15:17:55:975,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,126,92.00,58.00,4.44,78.00,54.00,3.12,726.17,32.79,832.98,-21.13,709.00,321.99,-,-0.08,0.22,0.97,-0.09,0.16,0.98,00:01:06:409,-34.35,2.63,-23.58,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1594
342,3236460.56,15:17:55:992,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,126,92.00,58.00,4.42,82.00,56.00,3.26,720.50,31.71,828.26,-20.99,701.88,320.93,-,-0.08,0.22,0.97,-0.08,0.16,0.98,00:01:06:450,-34.35,2.63,-23.58,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1595
343,3236477.18,15:17:56:008,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,126,92.00,56.00,4.34,84.00,56.00,3.36,718.19,29.29,829.01,-24.14,695.24,321.63,-,-0.08,0.22,0.97,-0.08,0.17,0.98,00:01:06:450,-34.35,2.63,-23.58,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1595
344,3236493.84,15:17:56:025,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,126,92.00,56.00,4.36,82.00,56.00,3.26,721.42,27.61,831.18,-22.52,699.44,317.64,-,-0.08,0.22,0.97,-0.08,0.17,0.98,00:01:06:492,-34.35,2.63,-23.58,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1596
345,3236510.55,15:17:56:042,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,126,92.00,56.00,4.38,84.00,56.00,3.36,717.29,32.73,829.00,-16.74,693.91,320.95,-,-0.08,0.22,0.97,-0.08,0.17,0.98,00:01:06:492,-34.35,2.63,-23.58,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1596
346,3236527.14,15:17:56:058,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,126,92.00,56.00,4.40,80.00,54.00,3.16,727.28,31.37,831.49,-18.91,712.54,318.22,-,-0.08,0.22,0.97,-0.09,0.17,0.98,00:01:06:492,-34.35,2.63,-23.58,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1596
347,3236543.76,15:17:56:075,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Saccade,91,92.00,58.00,4.32,84.00,56.00,3.34,718.38,30.09,826.19,-24.49,698.52,323.20,-,-0.08,0.22,0.97,-0.08,0.16,0.98,00:01:06:534,-34.35,2.63,-23.58,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1597
348,3236560.49,15:17:56:092,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Saccade,91,0.00,0.00,0.00,84.00,58.00,3.44,717.41,57.30,0.00,0.00,723.01,312.77,-,0.00,0.00,0.00,-0.10,0.17,0.98,00:01:06:534,0.00,0.00,0.00,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1597
349,3236577.12,15:17:56:108,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Saccade,91,0.00,0.00,0.00,84.00,58.00,3.36,725.79,55.63,0.00,0.00,729.85,315.30,-,0.00,0.00,0.00,-0.10,0.17,0.98,00:01:06:534,0.00,0.00,0.00,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1597
350,3236593.77,15:17:56:125,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,127,0.00,0.00,0.00,84.00,58.00,3.36,723.44,59.36,0.00,0.00,727.68,318.05,-,0.00,0.00,0.00,-0.10,0.17,0.98,00:01:06:575,0.00,0.00,0.00,24.88,1.42,-27.73,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1598
