,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,P78 051019 1,Tracking Ratio [%],Category Group,Category Binocular,Index Binocular,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Pupil Size Left X [px],Pupil Size Left Y [px],Pupil Diameter Left [mm],Point of Regard Binocular X [px],Point of Regard Binocular Y [px],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Binocular,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Video Time [h:m:s:ms],Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content,Frame Number
0,3230770.22,15:17:50:997,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Information,User Event,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Align #1,-1
1,3230786.23,15:17:50:317,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,107,90.00,56.00,4.22,82.00,54.00,3.28,725.55,38.29,828.52,-11.71,710.98,328.08,-,-0.08,0.21,0.97,-0.09,0.16,0.98,00:01:00:785,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1459
2,3230802.88,15:17:50:334,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,107,90.00,56.00,4.22,80.00,54.00,3.16,726.93,39.95,825.74,-11.12,718.74,324.97,-,-0.08,0.21,0.97,-0.09,0.16,0.98,00:01:00:785,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1459
3,3230819.64,15:17:50:351,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,107,90.00,54.00,4.22,80.00,54.00,3.18,719.73,40.48,822.84,-9.04,706.91,324.73,-,-0.08,0.21,0.97,-0.08,0.16,0.98,00:01:00:785,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1459
4,3230836.15,15:17:50:367,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,107,90.00,54.00,4.22,74.00,52.00,3.00,720.51,37.77,815.79,-10.43,715.09,322.19,-,-0.07,0.21,0.97,-0.09,0.16,0.98,00:01:00:826,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1460
5,3230852.89,15:17:50:384,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,107,90.00,56.00,4.24,62.00,52.00,3.00,718.53,41.22,812.59,-10.79,714.69,327.80,-,-0.07,0.21,0.97,-0.09,0.16,0.98,00:01:00:826,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1460
6,3230869.44,15:17:50:400,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,107,90.00,54.00,4.22,78.00,54.00,3.16,713.22,37.71,813.63,-13.34,702.27,324.96,-,-0.07,0.22,0.97,-0.08,0.16,0.98,00:01:00:868,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1461
7,3230886.12,15:17:50:417,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,107,90.00,54.00,4.24,80.00,56.00,3.26,711.86,34.05,813.90,-15.70,696.85,326.67,-,-0.07,0.22,0.97,-0.08,0.16,0.98,00:01:00:868,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1461
8,3230902.81,15:17:50:434,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,107,90.00,54.00,4.24,78.00,52.00,3.16,710.36,34.40,809.50,-14.21,700.03,321.24,-,-0.07,0.22,0.97,-0.08,0.16,0.98,00:01:00:868,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1461
9,3230919.38,15:17:50:450,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,107,90.00,54.00,4.20,74.00,52.00,3.00,710.91,31.34,810.48,-17.62,699.74,319.36,-,-0.07,0.22,0.97,-0.08,0.17,0.98,00:01:00:910,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1462
10,3230936.08,15:17:50:467,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,107,88.00,54.00,4.22,78.00,54.00,3.12,708.76,33.36,805.94,-16.70,700.11,321.96,-,-0.06,0.22,0.97,-0.08,0.16,0.98,00:01:00:910,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1462
11,3230952.63,15:17:50:484,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,107,92.00,54.00,4.24,66.00,52.00,3.00,708.68,35.21,802.63,-13.72,703.50,322.50,-,-0.06,0.22,0.97,-0.08,0.16,0.98,00:01:00:951,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1463
12,3230969.31,15:17:50:500,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,107,90.00,54.00,4.20,76.00,52.00,2.98,706.93,32.10,803.59,-17.26,698.52,320.81,-,-0.06,0.22,0.97,-0.08,0.17,0.98,00:01:00:951,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1463
13,3230986.0,15:17:50:517,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,107,90.00,54.00,4.22,70.00,52.00,3.00,708.43,31.30,802.24,-18.48,702.80,320.57,-,-0.06,0.22,0.97,-0.08,0.17,0.98,00:01:00:951,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1463
14,3231002.66,15:17:50:534,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,107,90.00,54.00,4.18,76.00,54.00,3.16,703.58,33.98,802.95,-17.72,692.56,324.17,-,-0.06,0.22,0.97,-0.07,0.16,0.98,00:01:00:951,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1463
15,3231019.19,15:17:50:550,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,107,90.00,54.00,4.26,78.00,52.00,3.14,701.08,34.86,800.43,-13.84,690.05,322.73,-,-0.06,0.22,0.97,-0.07,0.16,0.98,00:01:00:993,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1464
16,3231035.94,15:17:50:567,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,107,88.00,52.00,4.12,68.00,52.00,3.02,707.68,30.07,805.09,-23.41,698.27,322.52,-,-0.06,0.22,0.97,-0.08,0.16,0.98,00:01:00:993,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1464
17,3231052.46,15:17:50:584,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Saccade,74,90.00,54.00,4.22,74.00,50.00,2.94,707.54,31.16,801.49,-18.47,701.71,320.46,-,-0.06,0.22,0.97,-0.08,0.17,0.98,00:01:01:035,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1465
18,3231069.19,15:17:50:600,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Saccade,74,90.00,54.00,4.20,78.00,52.00,3.14,705.50,30.40,802.90,-18.62,696.03,319.54,-,-0.06,0.22,0.97,-0.08,0.17,0.98,00:01:01:035,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1465
19,3231085.86,15:17:50:617,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Saccade,74,90.00,54.00,4.18,78.00,52.00,3.18,684.41,31.68,782.31,-18.38,671.93,328.18,-,-0.05,0.22,0.97,-0.06,0.16,0.98,00:01:01:035,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1465
20,3231102.45,15:17:50:633,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Saccade,74,0.00,0.00,0.00,78.00,54.00,3.22,651.31,83.90,0.00,0.00,656.31,337.17,-,0.00,0.00,0.00,-0.05,0.15,0.99,00:01:01:076,0.00,0.00,0.00,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1466
21,3231119.1,15:17:50:650,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Saccade,74,0.00,0.00,0.00,78.00,54.00,3.20,653.53,78.51,0.00,0.00,658.19,333.21,-,0.00,0.00,0.00,-0.05,0.16,0.99,00:01:01:076,0.00,0.00,0.00,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1466
22,3231135.79,15:17:50:667,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,108,0.00,0.00,0.00,78.00,54.00,3.24,655.27,79.59,0.00,0.00,660.03,333.93,-,0.00,0.00,0.00,-0.05,0.16,0.99,00:01:01:118,0.00,0.00,0.00,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1467
23,3231152.35,15:17:50:683,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,108,90.00,56.00,4.24,78.00,54.00,3.20,672.05,45.67,772.34,3.38,658.55,333.00,-,-0.04,0.21,0.98,-0.05,0.16,0.99,00:01:01:118,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1467
24,3231169.06,15:17:50:700,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,108,90.00,52.00,4.16,78.00,54.00,3.32,671.57,44.36,771.29,3.73,659.58,327.51,-,-0.04,0.21,0.98,-0.05,0.16,0.99,00:01:01:118,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1467
25,3231185.65,15:17:50:717,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,108,90.00,54.00,4.16,76.00,54.00,3.14,676.59,44.04,775.03,1.81,664.89,331.38,-,-0.04,0.21,0.98,-0.05,0.16,0.99,00:01:01:160,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1468
26,3231202.25,15:17:50:733,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,108,90.00,52.00,4.14,78.00,54.00,3.20,677.69,45.79,774.49,1.70,667.92,333.93,-,-0.04,0.21,0.98,-0.06,0.16,0.99,00:01:01:201,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1469
27,3231218.95,15:17:50:750,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,108,92.00,56.00,4.24,78.00,54.00,3.20,676.44,43.56,776.20,1.66,663.36,330.75,-,-0.04,0.21,0.98,-0.05,0.16,0.99,00:01:01:201,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1469
28,3231235.54,15:17:50:767,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,108,90.00,52.00,4.16,78.00,54.00,3.20,678.76,41.83,779.11,0.69,664.97,328.70,-,-0.04,0.21,0.98,-0.05,0.16,0.99,00:01:01:243,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1470
29,3231252.24,15:17:50:783,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,108,92.00,56.00,4.22,78.00,54.00,3.22,674.46,42.37,772.79,-0.56,662.54,331.06,-,-0.04,0.21,0.98,-0.05,0.16,0.99,00:01:01:243,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1470
30,3231268.91,15:17:50:800,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,108,92.00,56.00,4.22,78.00,54.00,3.20,677.20,40.85,775.88,-2.93,664.86,330.36,-,-0.04,0.21,0.98,-0.05,0.16,0.99,00:01:01:243,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1470
31,3231285.43,15:17:50:816,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,108,90.00,54.00,4.20,76.00,52.00,3.12,680.49,37.26,780.64,-6.45,667.85,322.93,-,-0.04,0.21,0.98,-0.05,0.16,0.98,00:01:01:285,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1471
32,3231302.18,15:17:50:833,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Saccade,75,90.00,54.00,4.18,76.00,52.00,3.10,682.78,37.49,778.71,-2.53,674.48,320.13,-,-0.04,0.21,0.98,-0.06,0.17,0.98,00:01:01:285,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1471
33,3231318.81,15:17:50:850,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Saccade,75,90.00,52.00,4.16,78.00,52.00,3.20,682.61,35.10,783.36,-7.40,667.66,324.78,-,-0.05,0.21,0.98,-0.06,0.17,0.98,00:01:01:285,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1471
34,3231335.36,15:17:50:866,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Saccade,75,92.00,54.00,4.28,74.00,54.00,3.10,701.80,32.07,800.15,-9.38,691.40,315.19,-,-0.06,0.21,0.98,-0.07,0.17,0.98,00:01:01:326,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1472
35,3231352.11,15:17:50:883,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Saccade,75,92.00,54.00,4.24,76.00,54.00,3.20,714.18,24.86,813.49,-17.54,701.88,311.35,-,-0.07,0.22,0.97,-0.08,0.18,0.98,00:01:01:326,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1472
36,3231368.73,15:17:50:900,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,109,90.00,54.00,4.24,78.00,54.00,3.20,708.21,27.56,807.98,-12.21,695.45,311.78,-,-0.06,0.22,0.97,-0.08,0.18,0.98,00:01:01:326,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1472
37,3231385.3,15:17:50:916,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,109,90.00,54.00,4.26,76.00,52.00,3.14,714.52,25.90,814.05,-15.40,702.16,311.16,-,-0.07,0.22,0.97,-0.08,0.18,0.98,00:01:01:367,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1473
38,3231401.91,15:17:50:933,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,109,90.00,54.00,4.26,78.00,52.00,3.18,711.51,25.63,810.63,-13.85,699.37,309.98,-,-0.07,0.22,0.97,-0.08,0.18,0.98,00:01:01:367,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1473
39,3231418.57,15:17:50:950,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,109,90.00,54.00,4.28,78.00,54.00,3.22,715.67,25.11,817.31,-17.84,701.23,311.65,-,-0.07,0.22,0.97,-0.08,0.18,0.98,00:01:01:409,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1474
40,3231435.3,15:17:50:966,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,109,90.00,54.00,4.26,78.00,52.00,3.18,710.40,23.32,808.51,-17.30,698.88,309.46,-,-0.06,0.22,0.97,-0.08,0.18,0.98,00:01:01:409,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1474
41,3231451.94,15:17:50:983,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,109,90.00,54.00,4.24,78.00,54.00,3.20,712.46,22.60,814.62,-19.51,697.01,309.69,-,-0.07,0.22,0.97,-0.08,0.18,0.98,00:01:01:409,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1474
42,3231468.46,15:17:50:999,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,109,92.00,54.00,4.26,78.00,52.00,3.20,712.84,19.84,811.99,-23.45,699.93,308.90,-,-0.07,0.22,0.97,-0.08,0.18,0.98,00:01:01:450,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1475
43,3231485.18,15:17:51:016,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,109,90.00,54.00,4.26,78.00,54.00,3.20,714.49,22.55,815.56,-22.28,700.14,311.55,-,-0.07,0.22,0.97,-0.08,0.18,0.98,00:01:01:450,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1475
44,3231501.77,15:17:51:033,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,109,90.00,54.00,4.24,76.00,52.00,3.12,712.68,18.76,810.35,-23.13,701.70,305.35,-,-0.07,0.22,0.97,-0.08,0.18,0.98,00:01:01:492,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1476
45,3231518.49,15:17:51:050,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,109,92.00,54.00,4.26,76.00,52.00,3.08,712.69,22.96,810.43,-19.08,702.24,308.28,-,-0.07,0.22,0.97,-0.08,0.18,0.98,00:01:01:492,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1476
46,3231535.16,15:17:51:066,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,109,90.00,54.00,4.24,76.00,52.00,3.16,709.55,21.48,807.89,-22.24,698.11,308.92,-,-0.06,0.22,0.97,-0.08,0.18,0.98,00:01:01:492,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1476
47,3231551.69,15:17:51:083,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,109,90.00,54.00,4.24,76.00,52.00,3.14,707.54,17.44,806.08,-25.72,695.21,306.01,-,-0.06,0.23,0.97,-0.08,0.18,0.98,00:01:01:534,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1477
48,3231568.43,15:17:51:099,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,109,92.00,54.00,4.24,76.00,52.00,3.12,708.72,19.74,809.24,-22.98,694.83,306.97,-,-0.07,0.22,0.97,-0.08,0.18,0.98,00:01:01:534,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1477
49,3231585.08,15:17:51:116,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,109,92.00,54.00,4.26,74.00,52.00,3.14,706.55,16.79,808.57,-28.58,690.64,307.23,-,-0.07,0.23,0.97,-0.07,0.18,0.98,00:01:01:534,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1477
50,3231601.65,15:17:51:133,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,109,92.00,54.00,4.24,78.00,52.00,3.14,706.29,20.17,805.00,-24.26,694.12,308.96,-,-0.06,0.22,0.97,-0.08,0.18,0.98,00:01:01:575,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1478
51,3231618.34,15:17:51:149,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Saccade,76,92.00,54.00,4.24,78.00,52.00,3.12,706.03,18.13,805.18,-24.71,693.13,306.39,-,-0.06,0.22,0.97,-0.07,0.18,0.98,00:01:01:575,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1478
52,3231635.01,15:17:51:166,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Saccade,76,92.00,54.00,4.24,78.00,54.00,3.28,679.61,21.19,780.41,-19.91,664.04,310.23,-,-0.04,0.22,0.97,-0.05,0.18,0.98,00:01:01:575,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1478
53,3231651.54,15:17:51:183,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,110,92.00,54.00,4.22,78.00,54.00,3.20,682.77,21.37,782.73,-20.71,666.79,315.30,-,-0.05,0.22,0.97,-0.06,0.18,0.98,00:01:01:617,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1479
54,3231668.16,15:17:51:199,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,110,92.00,54.00,4.24,78.00,54.00,3.32,679.64,23.29,781.57,-19.64,663.23,312.99,-,-0.04,0.22,0.97,-0.05,0.17,0.98,00:01:01:659,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1480
55,3231684.85,15:17:51:216,Trial001,P78_051019_1-2-recording.avi,0.0,2949996.26,P78_051019_1 (1),CornflowerBlue,Calibration_1,96.9,Eye,Visual Intake,110,92.00,54.00,4.24,78.00,54.00,3.24,680.68,23.75,780.01,-15.35,665.58,314.88,-,-0.04,0.22,0.97,-0.05,0.18,0.98,00:01:01:659,-34.35,2.61,-23.57,24.88,1.42,-27.72,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,1480
